strain	date	country	region	location	clade_membership	author	accession	database
RSV-A/human/USA/OR-S23761/2022	2022-11-08	USA	North America	Multnomah County OR	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522474	
RSV/Human/USA/MA-Broad_MGB-13726/2022	2022-11-14	USA	North America		A.D.3	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024141	
RSVA/human/USA/NE-USAFSAM-R00052/2023	2023-01-05	USA	North America		A.D.3	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681272	
PP352382	2022-11-24	USA	North America		A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352382	
PP352385	2022-12-29	USA	North America		A.D.3	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352385	
PP760397	2022-11-01	USA	North America		A.D.3	Sereewit,J.,Nunley,B.E.,Roychoudhury,P.,Greninger,A.L.	PP760397	
PP760422	2022-11-01	USA	North America		A.D.3	Sereewit,J.,Nunley,B.E.,Roychoudhury,P.,Greninger,A.L.	PP760422	
hRSV/A/USA/2022TQVY1/2022	2022-11-01	USA	North America		A.D.3	Goya,S.,Sereewit,J.,Pfalmer,D.,Nguyen,T.,Bakhash,S.A.K.M.,Sobolik,E.B.,Greninger,A.L.,Sobolik,E.	OP890319	
RSV-A/human/USA/WA-S25773/2022	2022-10-12	USA	North America		A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638724	
RSV-A/human/USA/WA-S23747/2022	2022-10-26	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522460	
RSV-A/human/USA/WA-S23748/2022	2022-10-26	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522461	
A18321051	2022-11-02	Ireland	Europe		A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969974	
A18321054	2022-11-06	Ireland	Europe		A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969976	
RSV-A/human/USA/MA-Broad_MGH-21481/2023	2023-11-03	USA	North America		A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178346	
hRSV/A/Panama/ICGES-371/2024	2024-07-05	Panama	North America		A.D.3	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618044	
hRSV/A/Panama/ICGES-383/2024	2024-07-22	Panama	North America		A.D.3	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618043	
DW-RAT-074	2022-09-15	Australia	Oceania		A.D.3	Steinig JOACHIM,E.	OY757830	
hRSV-A-G43S29H4	2024-04-17	USA	North America		A.D.3	Bendall,E.E.,Lauring,A.S.	PQ066221	
004-0005	2023-11-12	France	Europe		A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763039	
036-0019	2023-12-08	France	Europe		A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763143	
011-0042	2023-12-05	France	Europe		A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762756	
013-0015	2023-12-05	France	Europe		A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ763068	
HRSV/A/Japan/23RS055iso/2024	2024-06-14	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862020	
RSV-A/human/USA/WA-S24689/2023	2023-12-08	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342429	
RSV-A/human/USA/WA-S24700/2023	2023-12-26	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342440	
RSV-A/human/USA/WA-S24693/2023	2023-12-17	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342433	
RSV-A/human/USA/WA-S25502/2023	2023-12-29	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Stone,J.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PQ008872	
RSV-A/human/USA/WA-S25506/2023	2023-12-13	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Stone,J.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PQ008876	
RSV-A/human/USA/WA-S25501/2023	2023-12-29	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Stone,J.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PQ008871	
RSV-A/human/USA/WA-S24696/2023	2023-12-19	USA	North America	King County WA	A.D.3	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342436	
hRSV/A/Austria/MUW1562468/2022	2022-11-02	Austria	Europe		A.D.3.4	Redlberger-Fritz,M.,Springer,D.N.,Aberle,S.W.,Camp,J.V.,Aberle,J.H.	OQ261753	
HRSV/A/USA/TX-HOU-215161/2023	2023-10-03	USA	North America		A.D.3.4	Avadhanula,V.,Sahni,L.,Surathu,A.,Cregeen,S.J.,Doddapaneni,H.,Metcalf,G.A.,Tannis,A.,Moline,H.,Boom,J.,Piedra,P.	PP795131	
RSVA/human/USA/MO-USAFSAM-R00058/2023	2023-01-10	USA	North America		A.D.3.4	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681277	
PP352379	2022-12-31	USA	North America		A.D.3.4	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352379	
RSV/Human/USA/MA-Broad_MGB-13710/2022	2022-11-03	USA	North America		A.D.3.4	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024128	
hRSV-A-G43R61R5	2024-01-03	USA	North America		A.D.3.4	Lauring,A.S.,Papalambros,L.K.	PP781419	
MN-MDH-RSVA-00171	2023-11-23	USA	North America		A.D.3.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP401816	
MN-MDH-RSVA-00396	2023-12-30	USA	North America		A.D.3.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709450	
MN-MDH-RSVA-00197	2023-11-02	USA	North America		A.D.3.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504630	
MN-MDH-RSVA-00767	2024-04-13	USA	North America		A.D.3.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957780	
MN-MDH-RSVA-01008	2024-04-20	USA	North America		A.D.3.4	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762512	
hRSV-A-W13J81Y3	2022-07-14	USA	North America		A.D.3.4	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872623	
hRSV-A-W13K29W5	2022-10-10	USA	North America		A.D.3.4	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872641	
hRSV-A-W13J71W8	2022-06-22	USA	North America		A.D.3.4	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872608	
hRSV/A/USA/2022AJXR3/2022	2022-10-21	USA	North America		A.D.3.4	Goya,S.,Sereewit,J.,Pfalmer,D.,Nguyen,T.,Bakhash,S.A.K.M.,Sobolik,E.B.,Greninger,A.L.	OP890340	
RSV/Human/USA/MA-Broad_MGB-13720/2022	2022-11-02	USA	North America		A.D.3.4	Adams,G.,Uddin,R.,Messer,K.,Dobbins,S.,Kotzen,B.,Siddle,K.J.,Petros,B.,Paull,J.,Brock-Fisher,T.,Levine,Z.,Krasilnikova,L.,Negrete-Arenas,F.,Tomkins-Tinch,C.,Chaluvadi,S.,Marmol,C.,DeRuff,K.,Loreth,C.,Birren,B.W.,Park,D.J.,MacInnis,B.L.,Sabeti,P.C.,Rosenberg,E.,Turbett,S.,Lemieux,J.E.	OQ024115	
MN-MDH-RSVA-00453	2023-12-17	USA	North America		A.D.3.4	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP830388	
hRSV-A-G43R29B2	2023-11-14	USA	North America		A.D.3.4	Lauring,A.S.,Papalambros,L.K.	PP270242	
ASU102748	2022-12-04	USA	North America		A.D.3.4	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143204	
ASU102764	2022-12-17	USA	North America		A.D.3.4	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143213	
ASU101585	2022-12-14	USA	North America		A.D.3.4	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143139	
ASU102763	2022-12-08	USA	North America		A.D.3.4	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143212	
RSVA/human/USA/SC-USAFSAM-R00055/2023	2023-01-03	USA	North America		A.D.3.4	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681274	
RSVA/BCH18222/BJ/CHN/2018.12.11	2018-12-11	China	Asia		A.D.3	Li,F.,Zhu,Y.,Chen,X.	OR666508	
MN-MDH-RSVA-00281	2023-12-03	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP668167	
MN-MDH-RSVA-00535	2024-01-05	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847377	
HRSV/A/Japan/21RS065iso/2022	2022-06-23	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862058	
HRSV/A/Japan/21RS059iso/2022	2022-06-16	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862057	
LC816568	2023-08-10	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC816568	
HRSV/A/Japan/22RS010iso/2022	2022-09-13	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862032	
HRSV/A/Japan/21U041iso/2021	2021-10-11	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862063	
HRSV/A/Japan/21RS030iso/2021	2021-11-11	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862052	
HRSV/A/Japan/21RS031iso/2021	2021-11-11	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862053	
HRSV/A/Japan/22U075iso/2023	2023-07-03	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862049	
HRSV/A/Japan/21RS008iso/2021	2021-08-02	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862050	
HRSV/A/Japan/20RS192iso/2021	2021-07-12	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862075	
HRSV/A/Japan/20RS208iso/2021	2021-07-15	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862077	
HRSV/A/Japan/20RS202-2iso/2021	2021-07-17	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862076	
HRSV/A/Japan/20RS097iso/2021	2021-05-17	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862072	
HRSV/A/Japan/20RS151iso/2021	2021-06-14	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862073	
HRSV/A/Japan/20RS165iso/2021	2021-06-21	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862074	
HRSV/A/Japan/20RS061iso/2021	2021-04-20	Japan	Asia		A.D.3	Ichikawa,Y.,Saito,R.	LC862071	
hRSV-A-HS19094	2023-12-18	USA	North America		A.D.3.5	Bendall,E.E.,Lauring,A.S.	PQ066217	
hRSV-A-G43R71T3	2024-01-06	USA	North America		A.D.3.5	Lauring,A.S.,Papalambros,L.K.	PP781382	
hRSV-A-G43R71Q9	2024-01-04	USA	North America		A.D.3.5	Lauring,A.S.,Papalambros,L.K.	PP781414	
031-0013	2023-12-06	France	Europe		A.D.3.5	Fourati,S.,Rameix Welti,M.-A.	PQ762886	
hRSV/A/Germany/23-00760/2022	2022-11-07	Germany	Europe		A.D.3.5	Kondgen,S.,Reiche,J.	OR795475	
hRSV/A/Germany/23-02238/2022	2022-12-05	Germany	Europe		A.D.3.5	Kondgen,S.,Reiche,J.	OR795481	
MN-MDH-RSVA-00399	2024-01-01	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709453	
MN-MDH-RSVA-00258	2023-11-22	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594813	
MN-MDH-RSVA-00604	2024-01-25	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910764	
MN-MDH-RSVA-00553	2024-01-21	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847395	
MN-MDH-RSVA-01072	2024-01-12	USA	North America		A.D.3.5	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.	PQ788247	
MN-MDH-RSVA-00987	2024-01-28	USA	North America		A.D.3.5	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762491	
MN-MDH-RSVA-00123	2023-10-25	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386337	
MN-MDH-RSVA-00027	2023-09-12	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP135023	
MN-MDH-RSVA-00538	2024-01-11	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847380	
MN-MDH-RSVA-00896	2024-02-17	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978507	
MN-MDH-RSVA-00329	2024-01-01	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709398	
MN-MDH-RSVA-00195	2023-11-05	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504628	
MN-MDH-RSVA-00138	2023-10-28	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386349	
MN-MDH-RSVA-00130	2023-10-27	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386344	
MN-MDH-RSVA-00129	2023-10-27	USA	North America		A.D.3.5	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386343	
hRSV/A/Germany/22-02323/2021	2021-12-07	Germany	Europe		A.D.3	Kondgen,S.,Reiche,J.	OR795466	
hRSV/A/USA/2022AF7QA/2022	2022-10-31	USA	North America		A.D.3	Goya,S.,Sereewit,J.,Pfalmer,D.,Nguyen,T.,Bakhash,S.A.K.M.,Sobolik,E.B.,Greninger,A.L.,Sobolik,E.	OP890315	
hRSV/A/Germany/23-01354/2022	2022-11-22	Germany	Europe		A.D.3	Kondgen,S.,Reiche,J.	OR795478	
Kilifi/RSVA/HF20224_2023-01-28	2023-01-28	Kenya	Africa		A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162279	
Kilifi/RSVA/HF20225_2023-01-28	2023-01-28	Kenya	Africa		A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162280	
hRSV-A-D13J40O5	2022-10-30	USA	North America		A.D.3	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872605	
PP760406	2023-01-31	USA	North America		A.D.3	Sereewit,J.,Nunley,B.E.,Roychoudhury,P.,Greninger,A.L.	PP760406	
MN-MDH-RSVA-00517	2024-01-06	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP847359	
MN-MDH-RSVA-00620	2024-02-13	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910780	
MN-MDH-RSVA-00979	2024-01-13	USA	North America		A.D.3	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762483	
MN-MDH-RSVA-00910	2024-02-25	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978521	
MN-MDH-RSVA-01016	2024-05-08	USA	North America		A.D.3	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Wang,X.	PQ762520	
MN-MDH-RSVA-00222	2023-11-13	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504654	
RSV-A/human/USA/MA-Broad_BWH-19816/2023	2023-10-25	USA	North America		A.D.3	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178402	
MN-MDH-RSVA-00750	2024-02-10	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957763	
MN-MDH-RSVA-00845	2024-02-10	USA	North America		A.D.3	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973780	
MN-MDH-RSVA-00152	2023-11-05	USA	North America		A.D.3	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP386360	
hRSV/A/Germany/23-02209/2022	2022-12-07	Germany	Europe		A.D.3	Kondgen,S.,Reiche,J.	OR795480	
038-0003	2023-12-12	France	Europe		A.D.3	Fourati,S.,Rameix Welti,M.-A.	PQ762961	
A19160789	2023-11-20	Ireland	Europe		A.D.3	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970047	
Kilifi/RSVA/HF20220_2022	2022-12-31	Kenya	Africa		A.D.3	Lambisia,A.W.,Lewa,C.,Mutunga,M.,Okanda,D.,Githinji,G.,Nokes,J.D.,Agoti,C.N.	OR162275	
MN-MDH-RSVA-00257	2023-11-26	USA	North America		A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594814	
MN-MDH-RSVA-00736	2024-02-01	USA	North America		A.D.3.6	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957749	
